Handle,SEO Title,SEO Description,Product Category
h3770-hs,"Digital Hotplate Stirrer, 7 in x 7 in, 115 V | Laguna Scientific","Digital Hotplate Stirrer, 7 in x 7 in, 115 V from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Equipment
h3770-h,H3770-H | Laguna Scientific,"H3770-H from Laguna Scientific. Lab supplies and PPE for research, clinical, and industrial labs. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Supplies
h3710-s,"Digital Magnetic Stirrer, 10x10"" | Laguna Scientific","Digital Magnetic Stirrer, 10x10"" from Laguna Scientific. Lab supplies and PPE for research, clinical, and industrial labs. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Equipment
h3710-hs,"Digital Hotplate Stirrer, 10x10"" | Laguna Scientific","Digital Hotplate Stirrer, 10x10"" from Laguna Scientific. Lab supplies and PPE for research, clinical, and industrial labs. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Equipment
h3710-h,"Digital Hotplate, 10x10"" | Laguna Scientific","Digital Hotplate, 10x10"" from Laguna Scientific. Lab supplies and PPE for research, clinical, and industrial labs. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Supplies
h3565-45-lci,"IncuView™ Integrated Microscope Shelf, 45 Liter | Laguna Scientific","IncuView™ Integrated Microscope Shelf, 45 Liter from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Supplies
h3565-45,"SureTherm CO₂ Incubator 45 Liter, with two shelves | Laguna Scientific","SureTherm CO₂ Incubator 45 Liter, with two shelves from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Equipment
h3565-180-lci,"IncuView™ Integrated Microscope Shelf, 180 Liter | Laguna Scientific","IncuView™ Integrated Microscope Shelf, 180 Liter from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Supplies
h3565-180hdo2,"SureTherm CO₂ Incubator, 180 Liter with High Heat | Laguna Scientific","SureTherm CO₂ Incubator, 180 Liter with High Heat from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Equipment
h3565-180,SureTherm CO₂ Incubator 180 Liter | Laguna Scientific,"SureTherm CO₂ Incubator 180 Liter, with three shelves from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Equipment
h3551-45p,"ST-45 Plus CO2 Incubator, 45L, with 2 shelves | Laguna Scientific","ST-45 Plus CO2 Incubator, 45L, with 2 shelves from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Equipment
h3551-180p,"ST-180 Plus CO2 Incubator, 180L, with 3 shelves | Laguna Scientific","ST-180 Plus CO2 Incubator, 180L, with 3 shelves from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Equipment
h3550-45-sk,Stacking kit for 45 liter incubator Quantity | Laguna Scientific,Stacking kit for 45 liter incubator Quantity from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.,Business & Industrial > Science & Laboratory > Laboratory Equipment
h3550-45-sh,"Additional Shelf for 45 liter incubators, 1 each | Laguna Scientific","Additional Shelf for 45 liter incubators, 1 each from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Equipment
h3550-45,"ST-45 Plus CO2 Incubator, 45L, with 2 shelves | Laguna Scientific","ST-45 Plus CO2 Incubator, 45L, with 2 shelves from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Equipment
h3550-180-sk,Stacking kit for 180 liter incubator | Laguna Scientific,Stacking kit for 180 liter incubator from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.,Business & Industrial > Science & Laboratory > Laboratory Equipment
h2505-70sh,"Extra shelf, stainless steel for H2505-70 | Laguna Scientific","Extra shelf, stainless steel for H2505-70 from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Supplies
h2505-70,"SureTemp™ Dual Convection Incubator, 70L | Laguna Scientific","SureTemp™ Dual Convection Incubator, 70L from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Equipment
h2505-40,"SureTemp™ Dual Convection Incubator, 40L | Laguna Scientific","SureTemp™ Dual Convection Incubator, 40L from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Equipment
h2505-130,"SureTemp™ Dual Convection Incubator, 130L | Laguna Scientific","SureTemp™ Dual Convection Incubator, 130L from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Equipment
h2300-sh,"Extra Shelf, 10.5 x 8 in. Stainless steel | Laguna Scientific","Extra Shelf, 10.5 x 8 in. Stainless steel (autoclavable) from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Supplies
h2265-sh,"Extra shelf, stainless steel for H2265-HC | Laguna Scientific","Extra shelf, stainless steel for H2265-HC from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Supplies
h2200-sh,"Extra shelf, 10.5 x 8 in. plastic (not autoclavable) | Laguna Scientific","Extra shelf, 10.5 x 8 in. plastic (not autoclavable) from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Supplies
h2200-hc,"myTemp™ Mini, heat & cool (ambient -15 to 60°C) | Laguna Scientific","myTemp™ Mini, heat & cool (ambient -15 to 60°C) from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Supplies
h2024,Roto-Therm™ Plus Incubated Rotator (variable speed) | Laguna Scientific,Roto-Therm™ Plus Incubated Rotator (variable speed) with from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.,Business & Industrial > Science & Laboratory > Laboratory Supplies > Test Tubes
h2020,Roto-Therm™ Incubated Rotator with Tube Holders | Laguna Scientific,Roto-Therm™ Incubated Rotator with Tube Holders from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.,Business & Industrial > Science & Laboratory > Laboratory Supplies > Test Tubes
h1010-sh,"Shelf, 14 x 5.5"" for Petri dishes, plates, trays | Laguna Scientific","Shelf, 14 x 5.5"" for Petri dishes, plates, trays, etc. from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Supplies
h1010-p-sp,Universal Spring Platform | Laguna Scientific,"Universal Spring Platform from Laguna Scientific. Lab supplies and PPE for research, clinical, and industrial labs. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Supplies
h1010-p-mp,"Platform, holds 6 standard micro plates | Laguna Scientific","Platform, holds 6 standard micro plates from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Supplies
h1010-mr,"MAGic Clamp™ Universal Platform 18 x 18"" (for | Laguna Scientific","MAGic Clamp™ Universal Platform 18 x 18"" (for flasks/tubes) from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Supplies > Test Tubes
h1000-p-mp,"Dedicated Platform, holds 4 standard micro plates | Laguna Scientific","Dedicated Platform, holds 4 standard micro plates from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Supplies
h1000-p-500,"Dedicated Platform, 5 x 500ml Erlenmeyer flasks | Laguna Scientific","Dedicated Platform, 5 x 500ml Erlenmeyer flasks from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Supplies
h1000-p-250,"Dedicated Platform, 8 x 250ml Erlenmeyer flasks | Laguna Scientific","Dedicated Platform, 8 x 250ml Erlenmeyer flasks from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Supplies
h1000-p-125,"Dedicated Platform, 12 x 125ml Erlenmeyer flasks | Laguna Scientific","Dedicated Platform, 12 x 125ml Erlenmeyer flasks from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Supplies
h1000-mr-tsr,MAGic Clamp™ tilted holder for 15mL and 50mL tube | Laguna Scientific,MAGic Clamp™ tilted holder for 15mL and 50mL tube racks from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.,Business & Industrial > Science & Laboratory > Laboratory Supplies > Test Tubes
h1000-mr-t600,"MAGic Clamp™ Tube Rack, 4x500ml or 600ml conical | Laguna Scientific","MAGic Clamp™ Tube Rack, 4x500ml or 600ml conical bottles from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Supplies > Test Tubes
h1000-mr-t500h,"MAGic Clamp™ Tube Rack, 2 x 50ml tubes, horizontal | Laguna Scientific","MAGic Clamp™ Tube Rack, 2 x 50ml tubes, horizontal from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Supplies > Test Tubes
h1000-mr-t50,"MAGic Clamp™ Tube Rack, 15 x 50ml | Laguna Scientific","MAGic Clamp™ Tube Rack, 15 x 50ml from Laguna Scientific. Lab supplies and PPE for research, clinical, and industrial labs. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Supplies > Test Tubes
h1000-mr-t150h,"MAGic Clamp™ Tube Rack, 4 x 15ml tubes, horizontal | Laguna Scientific","MAGic Clamp™ Tube Rack, 4 x 15ml tubes, horizontal from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Supplies > Test Tubes
h1000-mr-t15,"MAGic Clamp™ Tube Rack, 32x15ml, tubes (max. 8) | Laguna Scientific","MAGic Clamp™ Tube Rack, 32x15ml, tubes (max. 8) from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Supplies > Test Tubes
h1000-mr-t14,"MAGic Clamp™ Tube Rack, 72x14mm culture tubes | Laguna Scientific","MAGic Clamp™ Tube Rack, 72x14mm culture tubes from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Supplies > Test Tubes
h1000-mr-mp,"MAGic Clamp™ magnetic clamp, one microplate | Laguna Scientific","MAGic Clamp™ magnetic clamp, one microplate from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Supplies
h1000-mr-cmb,"MAGic Clamp™ COMBO, for 125ml, 250ml, 500ml flasks | Laguna Scientific","MAGic Clamp™ COMBO, for 125ml, 250ml, 500ml flasks from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Supplies
h1000-mr-500,"MAGic Clamp™ magnetic clamp, 500ml Erlenmeyer | Laguna Scientific","MAGic Clamp™ magnetic clamp, 500ml Erlenmeyer from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Supplies
h1000-mr-50,"MAGic Clamp™ magnetic clamp, 50ml Erlenmeyer | Laguna Scientific","MAGic Clamp™ magnetic clamp, 50ml Erlenmeyer from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Supplies
h1000-mr-3000,"MAGic Clamp™ magnetic clamp, 2.8/3L Erlenmeyer | Laguna Scientific","MAGic Clamp™ magnetic clamp, 2.8/3L Erlenmeyer from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Supplies
h1000-mr-250,"MAGic Clamp™ magnetic clamp, 250ml Erlenmeyer | Laguna Scientific","MAGic Clamp™ magnetic clamp, 250ml Erlenmeyer from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Supplies
h1000-mr-2000,MAGic Clamp™ magnetic clamp | Laguna Scientific,"MAGic Clamp™ magnetic clamp, 2000ml Erlenmeyer (max. 5) from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Supplies
h1000-mr-1550,"MAGic Clamp™ Tube Rack, 30 x 15ml, 20 x 50ml tubes | Laguna Scientific","MAGic Clamp™ Tube Rack, 30 x 15ml, 20 x 50ml tubes from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Supplies > Test Tubes
h1000-mr-125,"MAGic Clamp™ Tube Rack, 30 x 15ml, 20 x 50ml tubes | Laguna Scientific","MAGic Clamp™ Tube Rack, 30 x 15ml, 20 x 50ml tubes from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Supplies > Test Tubes
h1000-mr-1000,"MAGic Clamp™ magnetic clamp, 1000ml Erlenmeyer | Laguna Scientific","MAGic Clamp™ magnetic clamp, 1000ml Erlenmeyer from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Supplies
drychill™-group,DryChill™-GROUP | Laguna Scientific,"DryChill™-GROUP from Laguna Scientific. Lab supplies and PPE for research, clinical, and industrial labs. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Supplies
dp0150-8,DP0150-8 | Laguna Scientific,"DP0150-8 from Laguna Scientific. Lab supplies and PPE for research, clinical, and industrial labs. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Supplies
dp0150-6,DP0150-6 | Laguna Scientific,"DP0150-6 from Laguna Scientific. Lab supplies and PPE for research, clinical, and industrial labs. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Supplies
dp0150-3,DP0150-3 | Laguna Scientific,"DP0150-3 from Laguna Scientific. Lab supplies and PPE for research, clinical, and industrial labs. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Supplies
dp0150-2,DP0150-2 | Laguna Scientific,"DP0150-2 from Laguna Scientific. Lab supplies and PPE for research, clinical, and industrial labs. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Supplies
dc9602,"DryChill™ Ice-free Cooling Block, 96 x 0.2ml | Laguna Scientific","DryChill™ Ice-free Cooling Block, 96 x 0.2ml from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Supplies
dc4020,"DryChill™ Ice-free Cooling Block, 40 x 1.5/2.0ml | Laguna Scientific","DryChill™ Ice-free Cooling Block, 40 x 1.5/2.0ml from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Supplies
dc1215,"DryChill™ Ice-free Cooling Block, 12 x 15ml | Laguna Scientific","DryChill™ Ice-free Cooling Block, 12 x 15ml from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Supplies
dc0650,"DryChill™ Ice-free Cooling Block, 6 x 50ml | Laguna Scientific","DryChill™ Ice-free Cooling Block, 6 x 50ml from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Supplies
d2400-r5v2,D2400-R5V2 | Laguna Scientific,"D2400-R5V2 from Laguna Scientific. Lab supplies and PPE for research, clinical, and industrial labs. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Supplies
d2400-r,BeadBlaster 24R Refrigerated Microtube Homogenizer | Laguna Scientific,"BeadBlaster 24R Refrigerated Microtube Homogenizer, 115V from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Supplies > Test Tubes
d1134-50,"5mm Stainless Steel Beads, Bulk, 1000 Beads/Unit | Laguna Scientific","5mm Stainless Steel Beads, Bulk, 1000 Beads/Unit from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Supplies
d1132-group,D1132-GROUP | Laguna Scientific,"D1132-GROUP from Laguna Scientific. Lab supplies and PPE for research, clinical, and industrial labs. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Supplies
d1132-01tp,D1132-01TP | Laguna Scientific,"D1132-01TP from Laguna Scientific. Lab supplies and PPE for research, clinical, and industrial labs. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Supplies
d1131-10,D1131-10 | Laguna Scientific,"D1131-10 from Laguna Scientific. Lab supplies and PPE for research, clinical, and industrial labs. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Supplies
d1131-05,D1131-05 | Laguna Scientific,"D1131-05 from Laguna Scientific. Lab supplies and PPE for research, clinical, and industrial labs. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Supplies
d1131-01,Benchmark Scientific D1131-01 Bulk Beads | Laguna Scientific,Benchmark Scientific D1131-01 Bulk Beads from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.,Business & Industrial > Science & Laboratory > Laboratory Supplies
d1036-a5,Tube Holder for BeadBug 5ml tubes (2 x 5ml) | Laguna Scientific,Tube Holder for BeadBug 5ml tubes (2 x 5ml) from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.,Business & Industrial > Science & Laboratory > Laboratory Supplies > Test Tubes
d1034-mx,Prefilled 2.0ml tubes contain a mix of 0.1mm | Laguna Scientific,Prefilled 2.0ml tubes contain a mix of 0.1mm Silica from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.,Business & Industrial > Science & Laboratory > Laboratory Supplies > Test Tubes
d1034-28,Prefilled 5.0mL tubes; Stainless Steel | Laguna Scientific,Prefilled 5.0mL tubes; Stainless Steel from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.,Business & Industrial > Science & Laboratory > Laboratory Supplies > Test Tubes
d1033-30g,"Prefilled 2.0ml tubes, Garnet Shards and one 6 mm | Laguna Scientific","Prefilled 2.0ml tubes, Garnet Shards and one 6 mm Zirconium from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Supplies > Test Tubes
d1033-28,Stainless Steel Beads In 2.0ml Triple Pure Tubes | Laguna Scientific,Stainless Steel Beads In 2.0ml Triple Pure Tubes from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.,Business & Industrial > Science & Laboratory > Laboratory Supplies > Test Tubes
d1032-sk,"Triple-Pure High Impact Zirconium Beads, Beads | Laguna Scientific","Triple-Pure High Impact Zirconium Beads, Beads from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Supplies
d1032-group,Prefilled tube kits for bead homogenizer | Laguna Scientific,Prefilled tube kits for bead homogenizer from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.,Business & Industrial > Science & Laboratory > Laboratory Supplies > Test Tubes
d1032-60,"2.0ml tubes, 6 mm Ceria Based Zirconium Oxide | Laguna Scientific","2.0ml tubes, 6 mm Ceria Based Zirconium Oxide from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Supplies > Test Tubes
d1032-30,Benchmark Scientific Prefilled 2.0ml tubes | Laguna Scientific,Benchmark Scientific Prefilled 2.0ml tubes Zirconium Beads from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.,Business & Industrial > Science & Laboratory > Laboratory Supplies > Test Tubes
d1032-15,Prefilled 2.0ml tubes Zirconium Beads 0.5mm | Laguna Scientific,Prefilled 2.0ml tubes Zirconium Beads 0.5mm Triple-Pure from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.,Business & Industrial > Science & Laboratory > Laboratory Supplies > Test Tubes
d1032-10,Prefilled 2.0ml tubes Zirconium Beads 0.5mm | Laguna Scientific,Prefilled 2.0ml tubes Zirconium Beads 0.5mm Triple-Pure from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.,Business & Industrial > Science & Laboratory > Laboratory Supplies > Test Tubes
d1032-05,Prefilled 2.0ml tubes Zirconium Beads 0.5mm | Laguna Scientific,Prefilled 2.0ml tubes Zirconium Beads 0.5mm Triple-Pure from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.,Business & Industrial > Science & Laboratory > Laboratory Supplies > Test Tubes
d1032-01,Prefilled 2.0ml tubes Zirconium Beads 0.1mm | Laguna Scientific,Prefilled 2.0ml tubes Zirconium Beads 0.1mm Triple-Pure from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.,Business & Industrial > Science & Laboratory > Laboratory Supplies > Test Tubes
d1031-st25,Benchmark Scientific Empty 2.0 mL Tubes with Caps | Laguna Scientific,Benchmark Scientific Empty 2.0 mL Tubes with Caps and from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.,Business & Industrial > Science & Laboratory > Laboratory Supplies > Test Tubes
d1031-rf,Reinforced tubes (empty) pack of 500 with cap and | Laguna Scientific,Reinforced tubes (empty) pack of 500 with cap and sealing from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.,Business & Industrial > Science & Laboratory > Laboratory Supplies > Test Tubes
d1031-10,"Prefilled 2.0ml tubes, Silica (Glass) Beads | Laguna Scientific","Prefilled 2.0ml tubes, Silica (Glass) Beads from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Supplies > Test Tubes
d1031-05,"Prefilled 2.0ml tubes, Silica (Glass) Beads | Laguna Scientific","Prefilled 2.0ml tubes, Silica (Glass) Beads from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Supplies > Test Tubes
d1031-01,"Prefilled 2.0ml tubes, Silica (Glass) Beads | Laguna Scientific","Prefilled 2.0ml tubes, Silica (Glass) Beads from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Supplies > Test Tubes
d1000-st,Benchmark Scientific D1000-ST Handheld Homogenizer | Laguna Scientific,Benchmark Scientific D1000-ST Handheld Homogenizer Stand from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.,Business & Industrial > Science & Laboratory > Laboratory Equipment
d1000-m7,D1000-M7 REPLACEMENT GENERATOR PACK | Laguna Scientific,D1000-M7 REPLACEMENT GENERATOR PACK from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.,Business & Industrial > Science & Laboratory > Laboratory Supplies > Test Tubes
d1000-m5,Benchmark D1000 Homogenizer with 5mm and 7mm | Laguna Scientific,Benchmark D1000 Homogenizer with 5mm and 7mm Generators from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.,Business & Industrial > Science & Laboratory > Laboratory Equipment
d1000-m14,BENCHMARK SCIENTIFIC Generator Probe: 14 mm x 130 mm | Laguna Scientific,BENCHMARK SCIENTIFIC Generator Probe: 14 mm x 130 mm from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.,Business & Industrial > Science & Laboratory > Laboratory Supplies
d1000-m10,Optional Generator Probe - 10mm x 115mm Saw Tooth | Laguna Scientific,Optional Generator Probe - 10mm x 115mm Saw Tooth from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.,Business & Industrial > Science & Laboratory > Laboratory Supplies > Test Tubes
c5000-6h-pt,C5000-6H-PT Sprint 6H Portable Centrifuge | Laguna Scientific,C5000-6H-PT Sprint 6H Portable Centrifuge from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.,Business & Industrial > Science & Laboratory > Laboratory Equipment
c3303-1215,Benchmark Scientific C3303-1215 12 x 15ml Fixed | Laguna Scientific,Benchmark Scientific C3303-1215 12 x 15ml Fixed Angle from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.,Business & Industrial > Science & Laboratory > Laboratory Supplies
c3200,LC-8 Plus 15ml Microtube Micro Centrifuge C3200 | Laguna Scientific,LC-8 Plus 15ml Microtube Micro Centrifuge C3200 from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.,Business & Industrial > Science & Laboratory > Laboratory Supplies > Test Tubes
c3100-adp,"Adapter,For Centrifuges,PK8 C3100-adp | Laguna Scientific","Adapter,For Centrifuges,PK8 C3100-adp from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Equipment
c3100,"LC-8 Lab Centrifuge, 3500 RPM | Laguna Scientific","LC-8 Lab Centrifuge, 3500 RPM, 8x15 mL Rotor Included from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Equipment
c2417-r5-adp2,"COMBI-Rotor™, the MC-24 Touch will accept | Laguna Scientific","COMBI-Rotor™, the MC-24 Touch will accept 24×1.5/2.0ml from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Supplies > Test Tubes
c2417-r5,Optional 8 x 5ml rotor for MC-24 centrifuge | Laguna Scientific,Optional 8 x 5ml rotor for MC-24 centrifuge from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.,Business & Industrial > Science & Laboratory > Laboratory Equipment
c2000-dwmp,Optional rotor with carriers for deep well plates | Laguna Scientific,Optional rotor with carriers for deep well plates up to from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.,Business & Industrial > Science & Laboratory > Laboratory Supplies
c2000-a02,Benchmark Scientific PlateFuge MicroPlate | Laguna Scientific,Benchmark Scientific PlateFuge MicroPlate MicroCentrifuge from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.,Business & Industrial > Science & Laboratory > Laboratory Equipment
